mca_1,mca_2,dataset_short_name,session_id,subject_id,behavioral_context,recording_profile_group,recommended_analysis_type,duplicate_profile_count,mca_1_plot,mca_2_plot,categorical_cluster
4.946062581566461,4.712240475933468,nwb_ca1,26966_2020-Dec-14_15-18-10,26966_Cedar,open field; novel object,spike_behavior,spike-behavior analysis,5,4.9584969277799384,4.737560016867333,2
4.192101516955716,4.785435853294538,nwb_ca1,26966_2020-Dec-14_16-26-40,26966_Cedar,NWB electrophysiology,spike_behavior,spike-behavior analysis,18,4.144844955838637,4.691710522988511,2
3.56434615625917,5.294500370862639,nwb_ca1,26966_2020-Dec-15_11-47-50,26966_Cedar,figure-eight,spike_behavior,spike-behavior analysis,5,3.5033015794835887,5.154933491904703,2
4.946062581566461,4.712240475933468,nwb_ca1,26966_2020-Dec-16_11-48-01,26966_Cedar,open field; object,spike_behavior,spike-behavior analysis,5,4.974203094238398,4.704457548060389,2
4.192101516955716,4.785435853294538,nwb_ca1,27284_2021-Jun-15_19-16-52,27284_Douglas,"2 OF sessions with short pot break inbetween, some jumping",spike_behavior,spike-behavior analysis,18,4.2173499172429425,4.755975936751495,2
4.587746325672939,5.647277418831059,nwb_ca1,27284_2021-Jun-16_08-24-12,27284_Douglas,sleep,spike_behavior,spike-behavior analysis,7,4.611425844847908,5.6209954009812275,2
4.192101516955716,4.785435853294538,nwb_ca1,27284_2021-Jun-16_14-33-11,27284_Douglas,OF tall walls,spike_behavior,spike-behavior analysis,18,4.288569806626774,4.8127602973697785,2
4.62141990249412,5.61974059927152,nwb_ca1,27284_2021-Jun-17_15-01-36,27284_Douglas,OF and obj,spike_behavior,spike-behavior analysis,11,4.715612853612336,5.6044885146711065,2
4.946062581566461,4.712240475933468,nwb_ca1,27284_2021-Jun-18_11-01-41,27284_Douglas,open field and objA of WWW,spike_behavior,spike-behavior analysis,5,4.950315009372691,4.879693940647916,2
3.9599909649763942,6.156341936399159,nwb_ca1,27285_2021-Jul-01_08-10-45,27285_Elm,"sleep, sequence task",spike_behavior,spike-behavior analysis,1,3.9599909649763942,6.156341936399159,2
4.192101516955716,4.785435853294538,nwb_ca1,27285_2021-Jul-01_12-33-30,27285_Elm,"seq2, comparison probes",spike_behavior,spike-behavior analysis,18,4.133774809936227,4.9237316648469855,2
4.516744196028056,3.877935729956487,nwb_ca1,27285_2021-Jul-01_13-26-22,27285_Elm,"open field, WHAT, and WHERE",spike_behavior,spike-behavior analysis,6,4.520941539896556,3.6726030546819834,2
4.516744196028056,3.877935729956487,nwb_ca1,27285_2021-Jul-02_13-23-12,27285_Elm,"open field, WHEN1",spike_behavior,spike-behavior analysis,6,4.4933705011637715,3.8589877087957123,2
3.56434615625917,5.294500370862639,nwb_ca1,27285_2021-Jun-30_10-03-39,27285_Elm,sequence task,spike_behavior,spike-behavior analysis,5,3.475353238500497,5.368695449387293,2
3.56434615625917,5.294500370862639,nwb_ca1,27285_2021-Jun-30_13-05-14,27285_Elm,sequence task,spike_behavior,spike-behavior analysis,5,3.659637592506279,5.330853997919788,2
4.516744196028056,3.877935729956487,nwb_ca1,27285_2021-Jun-30_13-59-11,27285_Elm,"open field, open field",spike_behavior,spike-behavior analysis,6,4.508465134582779,3.892056723666283,2
4.192101516955716,4.785435853294538,nwb_ca1,27963_2022-Feb-08_21-14-27,27963_Hemlock,OF,spike_behavior,spike-behavior analysis,18,4.139769801750292,4.706487287020279,2
4.587746325672939,5.647277418831059,nwb_ca1,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep,spike_behavior,spike-behavior analysis,7,4.5579931591672365,5.642371471164751,2
4.62141990249412,5.61974059927152,nwb_ca1,27963_2022-Feb-10_11-06-56,27963_Hemlock,"OF, obj, obj, obj",spike_behavior,spike-behavior analysis,11,4.656546836808486,5.713440366748905,2
4.62141990249412,5.61974059927152,nwb_ca1,27963_2022-Feb-10_14-07-47,27963_Hemlock,"OF, obj, obj, obj",spike_behavior,spike-behavior analysis,11,4.760934664587543,5.67981011837002,2
4.192101516955716,4.785435853294538,nwb_ca1,27963_2022-Feb-11_14-58-41,27963_Hemlock,OF,spike_behavior,spike-behavior analysis,18,4.020318394576623,4.765813625619169,2
4.192101516955716,4.785435853294538,nwb_ca1,28003_2022-Mar-07_20-44-03,28003_Ironwood,"OF, LEC was likely deep layers",spike_behavior,spike-behavior analysis,18,4.1790882433121235,4.847622859379477,2
4.192101516955716,4.785435853294538,nwb_ca1,28003_2022-Mar-08_11-22-53,28003_Ironwood,OF,spike_behavior,spike-behavior analysis,18,4.107108364006951,4.820217139251867,2
4.192101516955716,4.785435853294538,nwb_ca1,28003_2022-Mar-08_11-38-59,28003_Ironwood,OF,spike_behavior,spike-behavior analysis,18,4.14974636276643,4.75534336759613,2
4.62141990249412,5.61974059927152,nwb_ca1,28003_2022-Mar-08_15-04-04,28003_Ironwood,object events,spike_behavior,spike-behavior analysis,11,4.656539355193184,5.765392291883264,2
4.587746325672939,5.647277418831059,nwb_ca1,28003_2022-Mar-09_07-54-00,28003_Ironwood,sleep,spike_behavior,spike-behavior analysis,7,4.447208583074652,5.563045537974743,2
4.62141990249412,5.61974059927152,nwb_ca1,28003_2022-Mar-10_10-53-58,28003_Ironwood,object events,spike_behavior,spike-behavior analysis,11,4.687658956637884,5.6782025745626115,2
