dataset_short_name,session_id,subject_id,behavioral_context,brain_region,n_units,total_spikes,median_firing_rate_hz,mean_firing_rate_hz,std_firing_rate_hz,active_unit_fraction_0_1hz,active_unit_fraction_1hz,median_duration_s,min_duration_s,max_duration_s,extraction_methods
nwb_ca1,27285_2021-Jun-30_13-05-14,27285_Elm,sequence task,HP - CA3; LEC; MEC - Layer 2,9578,18274056,0.3711243940671717,1.0307936907547026,2.7855487787994395,0.9593860931300898,0.24337022342869075,1810.562766666667,212.72085477129644,1886.9968919750381,nwb_units_spike_times
nwb_ca1,27285_2021-Jun-30_13-59-11,27285_Elm,"open field, open field",HP - CA3; LEC; MEC - Layer 2,2253,8160173,1.1782764609410432,3.235523500076547,38.836451290661266,0.9711495783399912,0.5525965379494008,1527.5458333333333,0.001099999999951251,1530.2857666666666,nwb_units_spike_times
nwb_ca1,27963_2022-Feb-08_21-14-27,27963_Hemlock,OF,HP - CA1; LEC; MEC - Layer 2,1890,6218764,1.8553131698614582,3.0061357475385884,4.956287145448967,0.9846560846560847,0.7095238095238096,1095.8923333333332,481.2608,1097.5828000000001,nwb_units_spike_times
nwb_ca1,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep,HP - CA1; LEC; MEC - Layer 2,2312,5296061,0.9223324715699746,1.2233045449529365,1.2848657935105365,0.29325259515570934,0.14100346020761245,6323.916499999999,4.937066666666652,6326.524766666666,nwb_units_spike_times
nwb_ca1,27963_2022-Feb-10_11-06-56,27963_Hemlock,"OF, obj, obj, obj",HP - CA1; LEC; MEC - Layer 2,1357,6129344,1.689730097371967,2.4586697219671914,3.4387277700258188,0.9911569638909359,0.7030213706705969,1840.0299666666667,1534.7489666666665,1841.4971333333333,nwb_units_spike_times
nwb_ca1,27963_2022-Feb-10_14-07-47,27963_Hemlock,"OF, obj, obj, obj",HP - CA1; LEC; MEC - Layer 2,1288,7336426,1.9734322491216472,3.0364925784852774,4.247904850639805,0.985248447204969,0.764751552795031,1876.8066166666667,717.9633333333333,1877.9951333333333,nwb_units_spike_times
nwb_ca1,27963_2022-Feb-11_14-58-41,27963_Hemlock,OF,HP - CA1; LEC; MEC - Layer 2,1033,2267984,2.610504304119693,16.15610365505904,399.94366836495817,0.9603097773475314,0.7918683446272992,592.033224918266,0.00023333251550639034,592.9972666666667,nwb_units_spike_times
nwb_ca1,28003_2022-Mar-07_20-44-03,28003_Ironwood,"OF, LEC was likely deep layers",HP - CA1; LEC; MEC - Layer 2,895,4003847,1.7854236671549057,3.0799171933534826,5.784366978609269,0.9631284916201117,0.6882681564245811,1462.3035252937484,173.86630714038301,1463.9920666666665,nwb_units_spike_times
nwb_ca1,28003_2022-Mar-08_11-22-53,28003_Ironwood,OF,HP - CA1; LEC; MEC - Layer 2,1193,2441852,1.193298887358831,2.5704690988385446,5.105847026932017,0.9815590947191953,0.5658005029337804,796.5979666204626,2.7947666665045645,798.9920235655658,nwb_units_spike_times
nwb_ca1,28003_2022-Mar-08_11-38-59,28003_Ironwood,OF,HP - CA1; LEC; MEC - Layer 2,1056,2071835,1.42858367355847,2.7876827932485146,5.366763219510872,0.9895833333333334,0.6392045454545454,722.5522333333334,0.026766855390734534,723.9932379654184,nwb_units_spike_times
nwb_ca1,28003_2022-Mar-08_15-04-04,28003_Ironwood,object events,HP - CA1; LEC; MEC - Layer 2,1386,6122933,1.2215342645078824,2.590422574892292,9.102818206606226,0.9581529581529582,0.556998556998557,1859.9715528089991,0.010300074867600983,1861.9973,nwb_units_spike_times
nwb_ca1,28003_2022-Mar-09_07-54-00,28003_Ironwood,sleep,HP - CA1; LEC; MEC - Layer 2,1598,21669722,0.8838488653655773,1.380288325273602,2.7592542740667394,0.9274092615769712,0.4474342928660826,9887.008650000003,3241.6495,9943.805466666674,nwb_units_spike_times
nwb_ca1,28003_2022-Mar-10_10-53-58,28003_Ironwood,object events,HP - CA1; LEC; MEC - Layer 2,834,3265211,1.4115127897055186,2.107154149959819,3.2825156525385677,0.9940047961630696,0.6091127098321343,1857.9463,1594.3987666666667,1860.9963036164047,nwb_units_spike_times
nwb_ca1,29629_2024-Oct-29_15-05-13,29629_Karri,"OF, OBJ",HP - CA1; LEC,380,1553116,0.9831094778583604,2.0134016618711157,3.6724687567536907,0.9236842105263158,0.48947368421052634,2057.64225,0.4582404734233023,2074.9888,nwb_units_spike_times
