PC1,PC2,dataset_short_name,session_id,subject_id,behavioral_context,source_level
-1.2420347579468076,0.4688933598563305,openfield_ca1,26191_2020-04-17,26191,open_field,session_summary_plus_mclust_units
-1.2420347579468076,0.4688933598563305,openfield_ca1,26191_2020-04-20,26191,open_field,session_summary_plus_mclust_units
-1.2420528504700605,0.46895121471991363,openfield_ca1,26191_2020-04-21,26191,open_field,session_summary_plus_mclust_units
-1.239806702734646,0.46176865820176927,openfield_ca1,26191_2020-04-23,26191,open_field,session_summary_plus_mclust_units
-1.2420347579468076,0.4688933598563305,openfield_ca1,26191_2020-04-24,26191,open_field,session_summary_plus_mclust_units
-1.2420347579468076,0.4688933598563305,openfield_ca1,26191_2020-04-25,26191,open_field,session_summary_plus_mclust_units
-1.2420528504700605,0.46895121471991363,openfield_ca1,26191_2020-04-27,26191,open_field,session_summary_plus_mclust_units
-1.1955331225505197,-1.0153116277024927,nwb_ca1,26863_2020-Nov-04_12-46-06,26863_Ash,other,nwb_session_summary
-1.2176976579820622,-0.9640105972551097,nwb_ca1,26863_2020-Nov-05_10-26-23,26863_Ash,open_field_object,nwb_session_summary
-1.2515817419642208,-0.8855840302097825,nwb_ca1,26965_2020-Dec-07_15-52-32,26965_Bubinga,unknown,nwb_session_summary
-1.2515817419642208,-0.8855840302097825,nwb_ca1,26965_2020-Dec-07_16-51-52,26965_Bubinga,unknown,nwb_session_summary
-1.2515817419642208,-0.8855840302097825,nwb_ca1,26965_2020-Dec-08_10-46-12,26965_Bubinga,sequence_task,nwb_session_summary
-1.2790814363282326,-0.8219344823896092,nwb_ca1,26965_2020-Dec-08_11-29-48,26965_Bubinga,open_field,nwb_session_summary
-1.2330223238924791,-0.9285408191993302,nwb_ca1,26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,nwb_session_summary
-1.233431425564243,-0.927593930987572,nwb_ca1,26965_2020-Dec-09_11-52-59,26965_Bubinga,sequence_task,nwb_session_summary
-1.2330223238924791,-0.9285408191993302,nwb_ca1,26965_2020-Dec-09_12-10-58,26965_Bubinga,open_field_object,nwb_session_summary
-1.233431425564243,-0.927593930987572,nwb_ca1,26965_2020-Dec-11_10-58-11,26965_Bubinga,open_field,nwb_session_summary
-1.2407699362781073,-0.910608546261906,nwb_ca1,26966_2020-Dec-14_15-18-10,26966_Cedar,open_field_object,nwb_session_summary
-1.2407699362781073,-0.910608546261906,nwb_ca1,26966_2020-Dec-14_16-26-40,26966_Cedar,unknown,nwb_session_summary
-1.2407699362781073,-0.910608546261906,nwb_ca1,26966_2020-Dec-15_11-47-50,26966_Cedar,sequence_task,nwb_session_summary
-1.2338435409034707,-0.9266400674775128,nwb_ca1,26966_2020-Dec-16_11-48-01,26966_Cedar,open_field_object,nwb_session_summary
-1.1527082675959488,-1.1144320985427114,nwb_ca1,27284_2021-Jun-15_19-16-52,27284_Douglas,other,nwb_session_summary
-1.1473695831572648,-1.1267887758926072,nwb_ca1,27284_2021-Jun-16_08-24-12,27284_Douglas,sleep,nwb_session_summary
-1.1424155160931435,-1.1382552352767805,nwb_ca1,27284_2021-Jun-16_14-33-11,27284_Douglas,other,nwb_session_summary
-1.1717993927629309,-1.070244644377876,nwb_ca1,27284_2021-Jun-17_15-01-36,27284_Douglas,open_field_object,nwb_session_summary
-1.1880302113774892,-1.0326775262894705,nwb_ca1,27284_2021-Jun-18_11-01-41,27284_Douglas,open_field_object,nwb_session_summary
-0.971833495076124,-1.349460558476784,nwb_ca1,27285_2021-Jul-01_08-10-45,27285_Elm,sleep,nwb_session_summary
-0.971833495076124,-1.349460558476784,nwb_ca1,27285_2021-Jul-01_12-33-30,27285_Elm,sequence_task,nwb_session_summary
-1.2022267982373593,-0.9998187489423637,nwb_ca1,27285_2021-Jul-01_13-26-22,27285_Elm,open_field,nwb_session_summary
-1.2068813135907606,-0.9890456183888205,nwb_ca1,27285_2021-Jul-02_13-23-12,27285_Elm,open_field,nwb_session_summary
-0.9664745519274229,-1.361864125719889,nwb_ca1,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task,nwb_session_summary
-0.9664745519274229,-1.361864125719889,nwb_ca1,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task,nwb_session_summary
-1.1540085030253906,-1.1114226324719887,nwb_ca1,27285_2021-Jun-30_13-59-11,27285_Elm,open_field,nwb_session_summary
-1.1638323754405884,-1.0886847420506058,nwb_ca1,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field,nwb_session_summary
-1.1525629573731826,-1.1147684270069589,nwb_ca1,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep,nwb_session_summary
-1.1823551627011915,-1.045812737078451,nwb_ca1,27963_2022-Feb-10_11-06-56,27963_Hemlock,open_field_object,nwb_session_summary
-1.1852724566815573,-1.0390605004808036,nwb_ca1,27963_2022-Feb-10_14-07-47,27963_Hemlock,open_field_object,nwb_session_summary
-1.1976043906966485,-1.0105175642059923,nwb_ca1,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field,nwb_session_summary
-1.2056184065915545,-0.9919686857645654,nwb_ca1,28003_2022-Mar-07_20-44-03,28003_Ironwood,other,nwb_session_summary
-1.1895554321063495,-1.0291473194285186,nwb_ca1,28003_2022-Mar-08_11-22-53,28003_Ironwood,open_field,nwb_session_summary
-1.1963736176730206,-1.0133662557363863,nwb_ca1,28003_2022-Mar-08_11-38-59,28003_Ironwood,open_field,nwb_session_summary
-1.1811730511613179,-1.0485487989411757,nwb_ca1,28003_2022-Mar-08_15-04-04,28003_Ironwood,open_field_object,nwb_session_summary
-1.173215782449112,-1.0669663329221473,nwb_ca1,28003_2022-Mar-09_07-54-00,28003_Ironwood,sleep,nwb_session_summary
-1.2095629731475164,-0.9828387705622306,nwb_ca1,28003_2022-Mar-10_10-53-58,28003_Ironwood,open_field_object,nwb_session_summary
-1.2534587625572031,-0.881239563307313,nwb_ca1,29629_2024-Oct-29_15-05-13,29629_Karri,open_field_object,nwb_session_summary
-1.1989182139958237,-1.0074766482670303,nwb_ca1,29629_2024-Oct-30_05-40-15,29629_Karri,sleep,nwb_session_summary
-1.2511573828803593,-0.8865662325369662,nwb_ca1,29629_2024-Oct-30_15-13-05,29629_Karri,open_field_object,nwb_session_summary
-1.1433103202613528,-1.1361841620517392,nwb_ca1,29630_2024-Sep-17_07-08-26,29630_Juniper,sleep,nwb_session_summary
-1.157437353855817,-1.1034863695444606,nwb_ca1,29630_2024-Sep-17_09-22-08,29630_Juniper,open_field_object,nwb_session_summary
-0.9841903300690865,-1.3208599875257176,nwb_ca1,29630_2024-Sep-17_13-26-08,29630_Juniper,sequence_task,nwb_session_summary
-1.142334875496388,-1.1384418823518896,nwb_ca1,29630_2024-Sep-17_23-09-30,29630_Juniper,sleep,nwb_session_summary
-1.1630100806782036,-1.0905879882870146,nwb_ca1,29630_2024-Sep-18_10-18-21,29630_Juniper,open_field_object,nwb_session_summary
-1.005916137474832,-1.2705744171081217,nwb_ca1,29630_2024-Sep-18_14-20-12,29630_Juniper,sequence_task,nwb_session_summary
-1.1541825137545243,-1.111019875114812,nwb_ca1,29630_2024-Sep-18_15-19-16,29630_Juniper,open_field_object,nwb_session_summary
-1.1554669116577576,-1.1080470658653763,nwb_ca1,29630_2024-Sep-19_05-09-20,29630_Juniper,sleep,nwb_session_summary
-1.002511320010629,-1.2784550534940426,nwb_ca1,29630_2024-Sep-19_11-15-17,29630_Juniper,sequence_task,nwb_session_summary
-1.1681675074281626,-1.0786508417789369,nwb_ca1,29630_2024-Sep-20_09-49-05,29630_Juniper,open_field_object,nwb_session_summary
-0.9950757533068102,-1.295665079620885,nwb_ca1,29630_2024-Sep-20_10-32-21,29630_Juniper,sequence_task,nwb_session_summary
-1.009214740108468,-1.2629396207612893,nwb_ca1,29630_2024-Sep-20_13-20-20,29630_Juniper,sequence_task,nwb_session_summary
-0.9879619874169874,-1.3121302801497445,nwb_ca1,29630_2024-Sep-24_14-25-53,29630_Juniper,sequence_task,nwb_session_summary
