dataset_short_name,session_id,subject_id,session_date,behavioral_context,recording_system,brain_region,source_file_or_folder,n_units,n_spikes_total,n_raw_spike_events,recording_duration_s,mean_firing_rate_hz,median_firing_rate_hz,n_trials,n_events_total,n_lfp_channels,n_position_samples,n_electrodes,has_position,source_level,detail_level
openfield_ca1,25398_2019-04-29,25398,2019-04-29,open_field,Axona,CA1,data\25398\2019-04-29,8,0,471561,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-04-30,25398,2019-04-30,open_field,Axona,CA1,data\25398\2019-04-30,8,0,346213,1475.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-05-01,25398,2019-05-01,open_field,Axona,CA1,data\25398\2019-05-01,8,0,129195,1441.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-05-02,25398,2019-05-02,open_field,Axona,CA1,data\25398\2019-05-02,8,0,541354,1381.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-05-03,25398,2019-05-03,open_field,Axona,CA1,data\25398\2019-05-03,6,7824,354682,1526.0,0.854521625163827,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-05-06,25398,2019-05-06,open_field,Axona,CA1,data\25398\2019-05-06,8,0,348945,1718.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-05-07,25398,2019-05-07,open_field,Axona,CA1,data\25398\2019-05-07,8,0,567458,1801.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-05-08,25398,2019-05-08,open_field,Axona,CA1,data\25398\2019-05-08,8,0,680267,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-05-09,25398,2019-05-09,open_field,Axona,CA1,data\25398\2019-05-09,8,0,588177,1754.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-05-10,25398,2019-05-10,open_field,Axona,CA1,data\25398\2019-05-10,8,0,355757,1801.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-05-11,25398,2019-05-11,open_field,Axona,CA1,data\25398\2019-05-11,8,0,487682,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-05-14,25398,2019-05-14,open_field,Axona,CA1,data\25398\2019-05-14,8,0,1211396,1801.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-05-15,25398,2019-05-15,open_field,Axona,CA1,data\25398\2019-05-15,8,0,834801,1801.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-05-16,25398,2019-05-16,open_field,Axona,CA1,data\25398\2019-05-16,12,16079,1693132,1676.0,0.7994729514717582,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-06-21,25398,2019-06-21,open_field,Axona,CA1,data\25398\2019-06-21,8,0,691190,1801.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-06-24,25398,2019-06-24,open_field,Axona,CA1,data\25398\2019-06-24,5,31356,1777609,1801.0,3.4820655191560244,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-06-25,25398,2019-06-25,open_field,Axona,CA1,data\25398\2019-06-25,2,3152,2094788,1801.0,0.8750694058856191,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-06-27,25398,2019-06-27,open_field,Axona,CA1,data\25398\2019-06-27,8,0,1887752,1741.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-06-28,25398,2019-06-28,open_field,Axona,CA1,data\25398\2019-06-28,8,0,788114,1618.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-07-02,25398,2019-07-02,open_field,Axona,CA1,data\25398\2019-07-02,6,2070,1144116,1381.0,0.2498189717595945,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-07-03,25398,2019-07-03,open_field,Axona,CA1,data\25398\2019-07-03,9,16780,640425,1801.0,1.0352273428342278,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-07-04,25398,2019-07-04,open_field,Axona,CA1,data\25398\2019-07-04,1,976,220312,1174.0,0.8313458262350937,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-07-30,25398,2019-07-30,open_field,Axona,CA1,data\25398\2019-07-30,8,0,272400,871.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-07-31,25398,2019-07-31,open_field,Axona,CA1,data\25398\2019-07-31,2,4377,1497936,1801.0,1.2151582454192116,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-08-01,25398,2019-08-01,open_field,Axona,CA1,data\25398\2019-08-01,8,0,426375,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-08-02,25398,2019-08-02,open_field,Axona,CA1,data\25398\2019-08-02,8,0,435530,1801.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-08-07,25398,2019-08-07,open_field,Axona,CA1,data\25398\2019-08-07,8,0,474274,1801.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-08-08,25398,2019-08-08,open_field,Axona,CA1,data\25398\2019-08-08,8,0,398839,1801.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-08-09,25398,2019-08-09,open_field,Axona,CA1,data\25398\2019-08-09,8,0,208740,1397.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-08-13,25398,2019-08-13,open_field,Axona,CA1,data\25398\2019-08-13,8,0,248082,1621.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-08-14,25398,2019-08-14,open_field,Axona,CA1,data\25398\2019-08-14,8,0,131019,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-08-15,25398,2019-08-15,open_field,Axona,CA1,data\25398\2019-08-15,8,0,108856,1518.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-09-03,25398,2019-09-03,open_field,Axona,CA1,data\25398\2019-09-03,8,0,200199,1441.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-09-04,25398,2019-09-04,open_field,Axona,CA1,data\25398\2019-09-04,8,0,170989,1741.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-09-16,25398,2019-09-16,open_field,Axona,CA1,data\25398\2019-09-16,8,0,310735,1801.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-09-17,25398,2019-09-17,open_field,Axona,CA1,data\25398\2019-09-17,8,0,187026,1230.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-09-18,25398,2019-09-18,open_field,Axona,CA1,data\25398\2019-09-18,8,0,450676,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-09-19,25398,2019-09-19,open_field,Axona,CA1,data\25398\2019-09-19,8,0,479797,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-09-20,25398,2019-09-20,open_field,Axona,CA1,data\25398\2019-09-20,8,0,357440,1460.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-10-07,25398,2019-10-07,open_field,Axona,CA1,data\25398\2019-10-07,8,0,301893,1801.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-10-08,25398,2019-10-08,open_field,Axona,CA1,data\25398\2019-10-08,8,0,278080,1801.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-10-09,25398,2019-10-09,open_field,Axona,CA1,data\25398\2019-10-09,6,8843,1082774,1801.0,0.8183416620396076,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-10-10,25398,2019-10-10,open_field,Axona,CA1,data\25398\2019-10-10,9,8416,735561,1801.0,0.5192177185514221,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-10-23,25398,2019-10-23,open_field,Axona,CA1,data\25398\2019-10-23,5,6711,341380,1507.0,0.8906436629064367,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,25398_2019-10-24,25398,2019-10-24,open_field,Axona,CA1,data\25398\2019-10-24,8,0,288311,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26019_2020-01-06,26019,2020-01-06,open_field,Axona,CA1,data\26019\2020-01-06,8,0,158246,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26019_2020-01-07,26019,2020-01-07,open_field,Axona,CA1,data\26019\2020-01-07,8,0,80241,1229.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26019_2020-01-08,26019,2020-01-08,open_field,Axona,CA1,data\26019\2020-01-08,8,0,75656,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26019_2020-01-09,26019,2020-01-09,open_field,Axona,CA1,data\26019\2020-01-09,8,0,113258,1459.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26019_2020-01-10,26019,2020-01-10,open_field,Axona,CA1,data\26019\2020-01-10,8,0,196230,1592.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26019_2020-01-13,26019,2020-01-13,open_field,Axona,CA1,data\26019\2020-01-13,8,0,129053,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26019_2020-01-14,26019,2020-01-14,open_field,Axona,CA1,data\26019\2020-01-14,8,0,88320,1725.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26019_2020-01-15,26019,2020-01-15,open_field,Axona,CA1,data\26019\2020-01-15,8,0,71779,1361.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26019_2020-01-16,26019,2020-01-16,open_field,Axona,CA1,data\26019\2020-01-16,8,0,70971,1206.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26019_2020-01-17,26019,2020-01-17,open_field,Axona,CA1,data\26019\2020-01-17,8,0,137114,1569.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26019_2020-01-20,26019,2020-01-20,open_field,Axona,CA1,data\26019\2020-01-20,8,0,54111,1634.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26019_2020-01-21,26019,2020-01-21,open_field,Axona,CA1,data\26019\2020-01-21,8,0,67585,1381.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26019_2020-01-22,26019,2020-01-22,open_field,Axona,CA1,data\26019\2020-01-22,8,0,119232,1503.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26019_2020-01-23,26019,2020-01-23,open_field,Axona,CA1,data\26019\2020-01-23,8,0,225459,1801.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26019_2020-01-27,26019,2020-01-27,open_field,Axona,CA1,data\26019\2020-01-27,8,0,141768,1681.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26019_2020-01-29,26019,2020-01-29,open_field,Axona,CA1,data\26019\2020-01-29,8,0,62266,1427.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26019_2020-01-30,26019,2020-01-30,open_field,Axona,CA1,data\26019\2020-01-30,8,0,62869,1381.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-01,26191,2020-04-01,open_field,Axona,CA1,data\26191\2020-04-01,8,0,380373,1682.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-02,26191,2020-04-02,open_field,Axona,CA1,data\26191\2020-04-02,8,0,308806,1321.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-03,26191,2020-04-03,open_field,Axona,CA1,data\26191\2020-04-03,8,0,326398,1801.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-04,26191,2020-04-04,open_field,Axona,CA1,data\26191\2020-04-04,8,0,193046,1621.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-05,26191,2020-04-05,open_field,Axona,CA1,data\26191\2020-04-05,8,0,200148,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-07,26191,2020-04-07,open_field,Axona,CA1,data\26191\2020-04-07,8,0,128273,1681.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-09,26191,2020-04-09,open_field,Axona,CA1,data\26191\2020-04-09,8,0,210532,1721.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-10,26191,2020-04-10,open_field,Axona,CA1,data\26191\2020-04-10,8,0,218358,1680.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-14,26191,2020-04-14,open_field,Axona,CA1,data\26191\2020-04-14,8,0,165080,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-15,26191,2020-04-15,open_field,Axona,CA1,data\26191\2020-04-15,8,0,154657,1631.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-16,26191,2020-04-16,open_field,Axona,CA1,data\26191\2020-04-16,8,0,179770,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-17,26191,2020-04-17,open_field,Axona,CA1,data\26191\2020-04-17,8,0,310312,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-20,26191,2020-04-20,open_field,Axona,CA1,data\26191\2020-04-20,8,0,191565,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-21,26191,2020-04-21,open_field,Axona,CA1,data\26191\2020-04-21,8,0,380624,1801.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-23,26191,2020-04-23,open_field,Axona,CA1,data\26191\2020-04-23,8,0,72278,1681.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-24,26191,2020-04-24,open_field,Axona,CA1,data\26191\2020-04-24,8,0,128700,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-25,26191,2020-04-25,open_field,Axona,CA1,data\26191\2020-04-25,8,0,158923,1800.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
openfield_ca1,26191_2020-04-27,26191,2020-04-27,open_field,Axona,CA1,data\26191\2020-04-27,8,0,100340,1801.0,,,0,0,4,0,0,True,session_summary_plus_mclust_units,session_and_units
