dataset_short_name,session_id,subject_id,trial_id,trial_type,trial_outcome,trial_side,object_id,n_spikes_total,n_spiketrains,n_events,is_preview_record,source_level
touchandsee,Turing_samp43_2012-09-21,Turing,Trial 2,normal,correct,left,,0,19,6,True,touchandsee_segment_preview
touchandsee,Turing_samp43_2012-09-21,Turing,Trial 3,normal,correct,right,,0,19,6,True,touchandsee_segment_preview
touchandsee,Turing_samp43_2012-09-21,Turing,Trial 4,normal,incorrect,left,,0,19,6,True,touchandsee_segment_preview
touchandsee,Turing_samp43_2012-09-21,Turing,Trial 5,memory,incorrect,right,,0,19,6,True,touchandsee_segment_preview
touchandsee,Turing_samp43_2012-09-21,Turing,Trial 6,normal,incorrect,right,,0,19,6,True,touchandsee_segment_preview
touchandsee,Turing_samp44_2012-09-22,Turing,Trial 1,normal,incorrect,left,,0,18,6,True,touchandsee_segment_preview
touchandsee,Turing_samp44_2012-09-22,Turing,Trial 2,normal,correct,right,,0,18,6,True,touchandsee_segment_preview
touchandsee,Turing_samp44_2012-09-22,Turing,Trial 3,normal,incorrect,right,,0,18,6,True,touchandsee_segment_preview
touchandsee,Turing_samp44_2012-09-22,Turing,Trial 4,normal,incorrect,left,,0,18,6,True,touchandsee_segment_preview
touchandsee,Turing_samp44_2012-09-22,Turing,Trial 5,normal,incorrect,right,,0,18,6,True,touchandsee_segment_preview
touchandsee,Turing_samp45_2012-09-25,Turing,Trial 1,normal,correct,right,,0,18,6,True,touchandsee_segment_preview
touchandsee,Turing_samp45_2012-09-25,Turing,Trial 2,memory,correct,left,,0,18,6,True,touchandsee_segment_preview
touchandsee,Turing_samp45_2012-09-25,Turing,Trial 3,normal,correct,right,,0,18,6,True,touchandsee_segment_preview
touchandsee,Turing_samp45_2012-09-25,Turing,Trial 4,memory,correct,left,,0,18,6,True,touchandsee_segment_preview
touchandsee,Turing_samp45_2012-09-25,Turing,Trial 5,normal,correct,left,,0,18,6,True,touchandsee_segment_preview
touchandsee,Turing_samp46_2012-09-26,Turing,Trial 1,normal,correct,right,,0,7,6,True,touchandsee_segment_preview
touchandsee,Turing_samp46_2012-09-26,Turing,Trial 2,normal,correct,left,,0,7,6,True,touchandsee_segment_preview
touchandsee,Turing_samp46_2012-09-26,Turing,Trial 3,normal,correct,right,,0,7,6,True,touchandsee_segment_preview
touchandsee,Turing_samp46_2012-09-26,Turing,Trial 5,normal,incorrect,right,,0,7,6,True,touchandsee_segment_preview
touchandsee,Turing_samp46_2012-09-26,Turing,Trial 6,memory,incorrect,right,,0,7,6,True,touchandsee_segment_preview
