dataset_short_name,session_id,subject_id,session_date,behavioral_context,recording_system,brain_region,source_file_or_folder,n_units,n_spikes_total,n_raw_spike_events,recording_duration_s,mean_firing_rate_hz,median_firing_rate_hz,n_trials,n_events_total,n_lfp_channels,n_position_samples,n_electrodes,has_position,source_level,detail_level,raw_session_description,spikes_per_unit,spikes_per_trial,events_per_trial,units_per_trial,mean_firing_rate_hz_filled,has_units,has_spikes,has_trials,has_events,has_lfp,has_duration,has_firing_rate,biological_table_completeness_score
openfield_ca1,25398_2019-06-21,25398,2019-06-21,open_field,Axona,CA1,data\25398\2019-06-21,8,0.0,691190.0,1801.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-06-24,25398,2019-06-24,open_field,Axona,CA1,data\25398\2019-06-24,5,31356.0,1777609.0,1801.0,3.4820655191560244,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,6271.2,,,,3.4820655191560244,True,True,False,False,True,True,True,0.6666666666666666
openfield_ca1,25398_2019-06-25,25398,2019-06-25,open_field,Axona,CA1,data\25398\2019-06-25,2,3152.0,2094788.0,1801.0,0.8750694058856191,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,1576.0,,,,0.8750694058856191,True,True,False,False,True,True,True,0.6666666666666666
openfield_ca1,25398_2019-06-27,25398,2019-06-27,open_field,Axona,CA1,data\25398\2019-06-27,8,0.0,1887752.0,1741.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-06-28,25398,2019-06-28,open_field,Axona,CA1,data\25398\2019-06-28,8,0.0,788114.0,1618.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-07-02,25398,2019-07-02,open_field,Axona,CA1,data\25398\2019-07-02,6,2070.0,1144116.0,1381.0,0.2498189717595945,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,345.0,,,,0.2498189717595945,True,True,False,False,True,True,True,0.6666666666666666
openfield_ca1,25398_2019-07-03,25398,2019-07-03,open_field,Axona,CA1,data\25398\2019-07-03,9,16780.0,640425.0,1801.0,1.0352273428342278,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,1864.4444444444443,,,,1.0352273428342278,True,True,False,False,True,True,True,0.6666666666666666
openfield_ca1,25398_2019-07-04,25398,2019-07-04,open_field,Axona,CA1,data\25398\2019-07-04,1,976.0,220312.0,1174.0,0.8313458262350937,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,976.0,,,,0.8313458262350937,True,True,False,False,True,True,True,0.6666666666666666
openfield_ca1,25398_2019-07-30,25398,2019-07-30,open_field,Axona,CA1,data\25398\2019-07-30,8,0.0,272400.0,871.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-07-31,25398,2019-07-31,open_field,Axona,CA1,data\25398\2019-07-31,2,4377.0,1497936.0,1801.0,1.2151582454192116,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,2188.5,,,,1.2151582454192116,True,True,False,False,True,True,True,0.6666666666666666
openfield_ca1,25398_2019-08-01,25398,2019-08-01,open_field,Axona,CA1,data\25398\2019-08-01,8,0.0,426375.0,1800.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-08-02,25398,2019-08-02,open_field,Axona,CA1,data\25398\2019-08-02,8,0.0,435530.0,1801.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-08-07,25398,2019-08-07,open_field,Axona,CA1,data\25398\2019-08-07,8,0.0,474274.0,1801.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-08-08,25398,2019-08-08,open_field,Axona,CA1,data\25398\2019-08-08,8,0.0,398839.0,1801.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-08-09,25398,2019-08-09,open_field,Axona,CA1,data\25398\2019-08-09,8,0.0,208740.0,1397.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-08-13,25398,2019-08-13,open_field,Axona,CA1,data\25398\2019-08-13,8,0.0,248082.0,1621.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-08-14,25398,2019-08-14,open_field,Axona,CA1,data\25398\2019-08-14,8,0.0,131019.0,1800.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-08-15,25398,2019-08-15,open_field,Axona,CA1,data\25398\2019-08-15,8,0.0,108856.0,1518.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-09-03,25398,2019-09-03,open_field,Axona,CA1,data\25398\2019-09-03,8,0.0,200199.0,1441.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-09-04,25398,2019-09-04,open_field,Axona,CA1,data\25398\2019-09-04,8,0.0,170989.0,1741.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-09-16,25398,2019-09-16,open_field,Axona,CA1,data\25398\2019-09-16,8,0.0,310735.0,1801.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-09-17,25398,2019-09-17,open_field,Axona,CA1,data\25398\2019-09-17,8,0.0,187026.0,1230.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-09-18,25398,2019-09-18,open_field,Axona,CA1,data\25398\2019-09-18,8,0.0,450676.0,1800.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-09-19,25398,2019-09-19,open_field,Axona,CA1,data\25398\2019-09-19,8,0.0,479797.0,1800.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-09-20,25398,2019-09-20,open_field,Axona,CA1,data\25398\2019-09-20,8,0.0,357440.0,1460.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-10-07,25398,2019-10-07,open_field,Axona,CA1,data\25398\2019-10-07,8,0.0,301893.0,1801.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-10-08,25398,2019-10-08,open_field,Axona,CA1,data\25398\2019-10-08,8,0.0,278080.0,1801.0,,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,0.0,,,,0.0,True,False,False,False,True,True,True,0.5
openfield_ca1,25398_2019-10-09,25398,2019-10-09,open_field,Axona,CA1,data\25398\2019-10-09,6,8843.0,1082774.0,1801.0,0.8183416620396076,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,1473.8333333333333,,,,0.8183416620396076,True,True,False,False,True,True,True,0.6666666666666666
openfield_ca1,25398_2019-10-10,25398,2019-10-10,open_field,Axona,CA1,data\25398\2019-10-10,9,8416.0,735561.0,1801.0,0.5192177185514221,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,935.1111111111111,,,,0.5192177185514221,True,True,False,False,True,True,True,0.6666666666666666
openfield_ca1,25398_2019-10-23,25398,2019-10-23,open_field,Axona,CA1,data\25398\2019-10-23,5,6711.0,341380.0,1507.0,0.8906436629064367,,0,0,4,0.0,0.0,True,session_summary_plus_mclust_units,session_and_units,,1342.2,,,,0.8906436629064367,True,True,False,False,True,True,True,0.6666666666666666
