dataset_short_name,session_id,subject_id,unit_id,brain_region,behavioral_context,n_spikes,firing_rate_hz,recording_duration_s,cell_type,quality_label,is_preview_record,source_level
openfield_ca1,24101_2018-04-05,24101,1_17,CA1,open_field,1244,0.47210626185958254,2635.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-05,24101,1_18,CA1,open_field,9800,3.7191650853889944,2635.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-05,24101,1_19,CA1,open_field,1552,0.5889943074003795,2635.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-05,24101,1_20,CA1,open_field,399,0.15142314990512334,2635.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,10_1,CA1,open_field,161,0.022237569060773482,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,1_1,CA1,open_field,1,0.00013812154696132598,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,1_3,CA1,open_field,80,0.011049723756906077,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,1_4,CA1,open_field,8,0.0011049723756906078,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,1_8,CA1,open_field,1317,0.1819060773480663,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,1_9,CA1,open_field,22,0.0030386740331491712,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,1_10,CA1,open_field,73,0.010082872928176796,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,1_11,CA1,open_field,798,0.11022099447513813,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,1_14,CA1,open_field,17,0.0023480662983425414,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,1_15,CA1,open_field,21,0.0029005524861878454,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,1_16,CA1,open_field,379,0.052348066298342544,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,1_17,CA1,open_field,701,0.09682320441988951,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,1_18,CA1,open_field,1278,0.17651933701657457,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,1_19,CA1,open_field,1739,0.24019337016574585,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,1_20,CA1,open_field,32,0.004419889502762431,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,1_21,CA1,open_field,770,0.106353591160221,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,8_1,CA1,open_field,365,0.05041436464088398,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,8_2,CA1,open_field,194,0.02679558011049724,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,8_3,CA1,open_field,476,0.06574585635359116,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,8_4,CA1,open_field,761,0.10511049723756906,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,8_5,CA1,open_field,284,0.039226519337016576,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,8_6,CA1,open_field,264,0.036464088397790057,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,8_7,CA1,open_field,134,0.018508287292817678,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,8_8,CA1,open_field,170,0.023480662983425413,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,8_9,CA1,open_field,1064,0.14696132596685083,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,8_10,CA1,open_field,781,0.10787292817679558,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,8_11,CA1,open_field,1576,0.2176795580110497,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,8_12,CA1,open_field,2385,0.3294198895027624,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-06,24101,8_13,CA1,open_field,2982,0.41187845303867404,7240.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,11_1,CA1,open_field,260,0.17639077340569878,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,11_2,CA1,open_field,518,0.3514246947082768,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,11_3,CA1,open_field,567,0.38466757123473544,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,11_4,CA1,open_field,480,0.3256445047489824,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,11_5,CA1,open_field,1141,0.7740841248303935,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,11_6,CA1,open_field,1263,0.8568521031207599,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,11_7,CA1,open_field,2962,2.009497964721845,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,11_8,CA1,open_field,386,0.2618724559023066,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,11_9,CA1,open_field,251,0.17028493894165536,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,11_10,CA1,open_field,15606,10.587516960651289,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,11_11,CA1,open_field,2175,1.4755766621438262,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
openfield_ca1,24101_2018-04-11,24101,11_12,CA1,open_field,10510,7.130257801899593,1474.0,,mclust_sorted,False,mclust_spikes_per_unit
