dataset_short_name,session_id,subject_id,metadata_profile_label,recommended_analysis_type,recording_profile_group,cluster,pca_1,pca_2
legacy_touchscreen,rat-26_190625,rat-26,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.401208068824609,3.4783799149620545
legacy_touchscreen,rat-26_190626,rat-26,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.2386892185969396,3.6833534068285516
legacy_touchscreen,rat-26_190627,rat-26,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.4239905609828736,3.3732206800311726
legacy_touchscreen,rat-26_190702,rat-26,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.1378273070555172,4.0233563335623135
legacy_touchscreen,rat-27_191128,rat-27,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.245304881118306,3.0207621206328055
legacy_touchscreen,rat-27_191204,rat-27,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.380912303055435,3.507372051692721
legacy_touchscreen,rat-27_191209,rat-27,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.4931519999919647,3.4479398780859434
legacy_touchscreen,rat-27_191210,rat-27,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.50072608352084,3.265412485343181
touchandsee,Ramachandran_samp20_2012-08-09,Ramachandran,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,1,-1.9153754270590864,2.4835643972648507
touchandsee,Ramachandran_samp21_2012-08-10,Ramachandran,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.4412126129338465,2.8092418424423182
touchandsee,Ramachandran_samp22_2012-08-11,Ramachandran,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.3102495129125615,2.7188097828385187
touchandsee,Ramachandran_samp23_2012-08-12,Ramachandran,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.2465737205780765,2.631263073095389
touchandsee,Ramachandran_samp24_2012-08-13,Ramachandran,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.381080925459465,2.7590922103294657
touchandsee,Ramachandran_samp25_2012-08-14,Ramachandran,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.1735648416053475,3.007202135300867
touchandsee,Ramachandran_samp26_2012-08-15,Ramachandran,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.4067073642074486,2.8453439046210205
touchandsee,Ramachandran_samp27_2012-08-16,Ramachandran,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.449611870484211,2.7831567944029425
touchandsee,Ramachandran_samp28_2012-08-17,Ramachandran,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.545914441314157,2.7423539634316887
touchandsee,Ramachandran_samp29_2012-08-18,Ramachandran,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.404042603339588,2.58979623028004
touchandsee,Ramachandran_samp30_2012-08-20,Ramachandran,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.4728751814150685,2.7395334065858927
touchandsee,Ramachandran_samp31_2012-08-21,Ramachandran,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.377241925742316,2.646599909891692
touchandsee,Ramachandran_samp32_2012-08-22,Ramachandran,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.2695637181623085,2.620970030402715
touchandsee,Ramachandran_samp33_2012-08-22,Ramachandran,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.1587479449292917,2.7338306425161205
touchandsee,Taskmaster_samp1_2012-01-03,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.6012200958703167,3.0047350819924503
touchandsee,Taskmaster_samp10_2012-01-15,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.6132334089701614,2.979132738616502
touchandsee,Taskmaster_samp11_2012-01-16,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.563219604815686,2.8889996489604552
touchandsee,Taskmaster_samp12_2012-01-17,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.5472479977666866,2.9858191260935545
touchandsee,Taskmaster_samp13_2012-01-18,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.5078139387825535,2.869625945686489
touchandsee,Taskmaster_samp14_2011-12-22,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.095152847390121,2.6976172022707137
touchandsee,Taskmaster_samp15_2011-12-23,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.3367822028337044,2.6613767818054814
touchandsee,Taskmaster_samp16_2011-12-24,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.5290788682358802,2.890792620450514
touchandsee,Taskmaster_samp17_2011-12-25,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.5776588860166867,2.910744357526011
touchandsee,Taskmaster_samp18_2011-12-29,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.6363885244596448,3.13280139454167
touchandsee,Taskmaster_samp19_2011-12-30,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.602581304465469,3.078616574632104
touchandsee,Taskmaster_samp2_2012-01-03,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.5991829776195785,2.9908824791143904
touchandsee,Taskmaster_samp3_2012-01-04,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.5933274733635168,2.9853672527513897
touchandsee,Taskmaster_samp4_2012-01-05,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.6093621689235316,3.009231109776348
touchandsee,Taskmaster_samp5_2012-01-06,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.5583302516957622,2.844106551281002
touchandsee,Taskmaster_samp6_2012-01-10,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.619385301036162,2.998994989778219
touchandsee,Taskmaster_samp7_2012-01-11,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.6622728106916225,3.059054360924914
touchandsee,Taskmaster_samp8_2012-01-12,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.6090736264130117,2.9804081160449964
touchandsee,Taskmaster_samp9_2012-01-14,Taskmaster,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.576603511615938,3.0057038225742123
touchandsee,Turing_samp34_2012-09-14,Turing,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.3532104792720254,2.869673097470062
touchandsee,Turing_samp35_2012-09-15,Turing,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-2.5575622738831383,1.4086376405525356
touchandsee,Turing_samp36_2012-09-15,Turing,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.3300817769662965,2.8453640717700264
touchandsee,Turing_samp37_2012-09-16,Turing,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.3367583258934506,3.1331140147165137
touchandsee,Turing_samp38_2012-09-17,Turing,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.308149498179981,2.8441328764640845
touchandsee,Turing_samp39_2012-09-18,Turing,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.2888697960155233,3.0467509771636996
touchandsee,Turing_samp40_2012-09-19,Turing,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.0868739244647463,2.514753911600727
touchandsee,Turing_samp41_2012-09-19,Turing,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.0303164704148897,2.62834526514839
touchandsee,Turing_samp42_2012-09-20,Turing,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.1171509286461414,2.596276389819867
touchandsee,Turing_samp43_2012-09-21,Turing,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.3617251700353012,2.920885139677309
touchandsee,Turing_samp44_2012-09-22,Turing,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.3390217295907836,2.8997606574456434
touchandsee,Turing_samp45_2012-09-25,Turing,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.318845929355849,2.8634050694840574
touchandsee,Turing_samp46_2012-09-26,Turing,spike+LFP ephys profile,LFP-behavior analysis,lfp_only,1,-3.142717731467766,2.9515697833303047
