dataset_short_name,session_id,subject_id,metadata_profile_label,recommended_analysis_type,recording_profile_group,cluster,pca_1,pca_2
legacy_touchscreen,rat-14_190131,rat-14,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.1691813752813693,3.3839828701530834
legacy_touchscreen,rat-14_190202,rat-14,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.1741923411108046,3.394452721835152
legacy_touchscreen,rat-14_190204,rat-14,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.3472493792631455,3.6046551508185845
legacy_touchscreen,rat-14_190205,rat-14,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.1725552435894517,3.5148457295211344
legacy_touchscreen,rat-14_190206,rat-14,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.1548016890348536,3.3832009440998263
legacy_touchscreen,rat-14_190207,rat-14,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.0824620181133775,3.6095575577466725
legacy_touchscreen,rat-16_181012,rat-16,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.3679141777304138,3.1991085340010645
legacy_touchscreen,rat-16_181013,rat-16,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.3549956458192742,3.436345583174915
legacy_touchscreen,rat-16_181015,rat-16,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.1268126308410344,3.5552324637586086
legacy_touchscreen,rat-16_181016,rat-16,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.2235473235784533,3.3943171744317584
legacy_touchscreen,rat-16_181021,rat-16,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.2411654914376593,3.544764725686901
legacy_touchscreen,rat-16_181022,rat-16,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.0432293608638012,3.8996046102691633
legacy_touchscreen,rat-16_181023,rat-16,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-0.8895333345873898,4.034112614501158
legacy_touchscreen,rat-16_181024,rat-16,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.3875580368665625,3.4491547313038993
legacy_touchscreen,rat-16_181025,rat-16,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.3887844154162916,3.4243619015902205
legacy_touchscreen,rat-16_181029,rat-16,spike+behavior reusable profile,spike-behavior analysis,spike_behavior,3,-1.2972233684185441,3.48449138203404
