session_id,subject_id,context,repeat,toi,n_units_used,n_bins,duration_s,bin_size_s,fixed_units
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,37,0.0009833424228573916,50,75,747.9911999999999,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,38,0.0009847078704079478,50,75,747.9945999999995,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,39,0.0011654085068559332,50,75,747.9934333333334,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,40,0.0009207895991183527,50,75,747.9956999999995,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,41,0.0009385864473203901,50,75,747.9969333333333,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,42,0.001122353776277085,50,75,747.9949666666664,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,43,0.0010471356044328833,50,75,747.9949666666664,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,44,0.0013231086011477873,50,75,747.9877999999999,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,45,0.0011975009582629837,50,75,747.9948666666663,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,46,0.0011175599737471608,50,75,747.9890666666669,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,47,0.0011888486223759548,50,75,747.9991333333335,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,48,0.0011418700751408136,50,75,747.9887333333329,10.0,50
26965_2020-Dec-08_14-36-11,26965_Bubinga,open_field,49,0.0013203009353459306,50,75,747.989033333333,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,0,0.001141458526555747,50,79,787.9976999999999,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,1,0.0012223154835401082,50,79,787.9987999999998,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,2,0.0010484448717634268,50,79,787.9894000000005,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,3,0.0013271150725420262,50,79,787.9954666666663,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,4,0.0013047784718463109,50,79,787.9979333333333,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,5,0.0012206139898569468,50,79,787.9959333333335,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,6,0.001200319338745513,50,79,787.9949000000001,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,7,0.0010087467757201964,50,79,787.9954666666663,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,8,0.0011290812579081214,50,79,787.9939000000004,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,9,0.0013285800958810325,50,79,787.9940666666662,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,10,0.001042824385367923,50,79,787.9865000000009,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,11,0.0010090004411254915,50,79,787.9952999999999,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,12,0.0011368843391496618,50,79,787.9978999999995,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,13,0.0008561224211400398,50,79,787.9961333333335,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,14,0.0009570827208633457,50,79,787.9944,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,15,0.0009964620848799152,50,79,787.9951666666666,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,16,0.0012364704062743728,50,79,787.9985333333334,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,17,0.0011697230426051162,50,79,787.9972666666663,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,18,0.0008786713627142091,50,79,787.9949000000001,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,19,0.0010274765001531984,50,79,787.9985999999994,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,20,0.0009625596774766523,50,79,787.989833333334,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,21,0.0012940368375807484,50,79,787.9953333333333,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,22,0.0008514715198410142,50,79,787.9980999999999,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,23,0.0011855408390677475,50,79,787.9965666666665,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,24,0.0012909159235966468,50,79,787.9950666666668,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,25,0.0013195110095125988,50,79,787.9952999999999,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,26,0.000925523540851093,50,79,787.9954666666663,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,27,0.0009228981457192683,50,79,787.9990333333333,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,28,0.0011178074197599748,50,79,787.9890333333333,10.0,50
26965_2020-Dec-09_12-10-58,26965_Bubinga,object_context,29,0.0009836917423493247,50,79,787.9949999999999,10.0,50
