lag_index,lag_value_s,mean_distance,median_distance,n_pairs,session_id,subject_id,context
7,70.0,0.6085797034954673,0.5524408381878055,100,27284_2021-Jun-18_11-01-41,27284_Douglas,open_field
8,80.0,0.6151805274834504,0.5790055484774224,99,27284_2021-Jun-18_11-01-41,27284_Douglas,open_field
9,90.0,0.6182776917437642,0.5567920617983738,98,27284_2021-Jun-18_11-01-41,27284_Douglas,open_field
10,100.0,0.6322702425099433,0.563520812410119,97,27284_2021-Jun-18_11-01-41,27284_Douglas,open_field
11,110.0,0.6512443581514203,0.5674952055090953,96,27284_2021-Jun-18_11-01-41,27284_Douglas,open_field
12,120.0,0.6546978085490621,0.5674951328292923,95,27284_2021-Jun-18_11-01-41,27284_Douglas,open_field
13,130.0,0.6536958263845758,0.6038486414473848,94,27284_2021-Jun-18_11-01-41,27284_Douglas,open_field
14,140.0,0.6684229959456697,0.6109061177641362,93,27284_2021-Jun-18_11-01-41,27284_Douglas,open_field
15,150.0,0.6780345494893235,0.5990632461752737,92,27284_2021-Jun-18_11-01-41,27284_Douglas,open_field
16,160.0,0.7133972084129495,0.6619169655291957,91,27284_2021-Jun-18_11-01-41,27284_Douglas,open_field
17,170.0,0.6996215734592524,0.6764278236888157,90,27284_2021-Jun-18_11-01-41,27284_Douglas,open_field
18,180.0,0.7118405178366176,0.6529969657816814,89,27284_2021-Jun-18_11-01-41,27284_Douglas,open_field
19,190.0,0.7356003704490109,0.7214870186995104,88,27284_2021-Jun-18_11-01-41,27284_Douglas,open_field
20,200.0,0.743051986227722,0.7050039067368905,87,27284_2021-Jun-18_11-01-41,27284_Douglas,open_field
1,10.0,0.3610103252867108,0.2564135198085964,825,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
2,20.0,0.4695289949300106,0.328144320280604,824,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
3,30.0,0.45856000268673747,0.34200072032060447,823,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
4,40.0,0.4486349458530063,0.3502621373766594,822,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
5,50.0,0.4804046053696971,0.38888022306970305,821,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
6,60.0,0.5213938878169986,0.44299469100724526,820,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
7,70.0,0.5068563084755967,0.40613799587679844,819,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
8,80.0,0.5076634318124504,0.41177315384230934,818,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
9,90.0,0.5351635612263005,0.4376038838755534,817,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
10,100.0,0.5270298104156944,0.4234695806849813,816,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
11,110.0,0.5234589158052906,0.43264349290967063,815,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
12,120.0,0.5333793612117719,0.43866033230595475,814,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
13,130.0,0.5369638672747981,0.45409669443880507,813,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
14,140.0,0.5433186437644545,0.45483089259165493,812,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
15,150.0,0.5566676810009078,0.4729402278842266,811,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
16,160.0,0.5782512163244368,0.48672677210741705,810,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
17,170.0,0.5889710502221311,0.5095948505746257,809,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
18,180.0,0.5946513207140929,0.5134262334726019,808,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
19,190.0,0.5977554026297327,0.5211469265111897,807,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
20,200.0,0.6089307760598184,0.5417053453500851,806,27285_2021-Jul-01_08-10-45,27285_Elm,sleep
1,10.0,0.8604930967727455,0.9042778113284287,61,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
2,20.0,0.9201220286594655,0.8925757947015034,60,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
3,30.0,1.0331322523183284,1.0441188670816652,59,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
4,40.0,0.996707847407658,0.990081502308205,58,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
5,50.0,0.9367845235804823,0.900226542653435,57,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
6,60.0,1.0080625103808054,1.0390499497556784,56,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
7,70.0,0.9545000418718395,0.9322651755246958,55,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
8,80.0,0.9861773997852755,0.9711276519986873,54,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
9,90.0,1.0120126464504897,0.9832996100507627,53,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
10,100.0,1.0164021106353702,0.9880050793029953,52,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
11,110.0,1.0586882930066546,1.0656081600930682,51,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
12,120.0,1.0139473980314337,1.0248266963832688,50,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
13,130.0,1.037417205928792,1.0787957160682435,49,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
14,140.0,0.9783900814453129,0.9981123752408947,48,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
15,150.0,1.029149352887984,1.085896234747151,47,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
16,160.0,1.0205818197372587,1.028663949928407,46,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
17,170.0,1.0658771493522625,1.0518131792258094,45,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
18,180.0,1.0515507712297394,1.064283691508768,44,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
19,190.0,1.0703616884858063,1.0733457537828626,43,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
20,200.0,1.0197458926734062,1.0395131784268217,42,27285_2021-Jul-01_13-26-22,27285_Elm,open_field
1,10.0,0.7673254963884245,0.7706393500851426,60,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
2,20.0,0.8912738410728072,0.9021607240246385,59,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
3,30.0,0.888977498502001,0.8778051047556628,58,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
4,40.0,0.8934498907326875,0.9013482465866335,57,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
5,50.0,0.9058013227602257,0.862049244201915,56,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
6,60.0,0.9711882595792829,0.9705152382662838,55,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
7,70.0,0.9859186222432564,0.9973246220660255,54,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
8,80.0,0.9674738430174904,0.975726278673765,53,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
9,90.0,0.9687678201510722,0.9801665302196064,52,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
10,100.0,1.0322765560870149,1.0408488179107316,51,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
11,110.0,1.0311607438373975,1.0149238305544261,50,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
12,120.0,1.037702344955465,1.058799938995725,49,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
13,130.0,1.0349787001604465,1.0671848226120022,48,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
14,140.0,0.9843999032409978,1.0229026729144948,47,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
15,150.0,1.0472327037171747,1.0333597338151368,46,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
16,160.0,0.9888170308101681,0.9393185199528044,45,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
17,170.0,0.993083546063491,0.9817022948872165,44,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
18,180.0,1.0024002665226595,0.9903985590113931,43,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
19,190.0,1.0134319412324422,1.0301467090648306,42,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
20,200.0,1.049474098872757,1.032285955322509,41,27285_2021-Jul-02_13-23-12,27285_Elm,open_field
1,10.0,0.4525982766668281,0.09449852194735586,196,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
2,20.0,0.6506943708714437,0.2466016880436931,195,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
3,30.0,0.5611706908319508,0.23480202275540113,194,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
4,40.0,0.5644047993940704,0.23590557780314858,193,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
5,50.0,0.5833559108806737,0.27714972718877107,192,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
6,60.0,0.5343816539977703,0.1991783667179441,191,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
7,70.0,0.6153818578814961,0.2365790423667693,190,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
8,80.0,0.6712516743554393,0.29882947849896613,189,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
9,90.0,0.6209661087573735,0.29929348016344365,188,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
10,100.0,0.6082000892072702,0.2852514138594541,187,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
11,110.0,0.6567069175176018,0.3436875731240875,186,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
12,120.0,0.6180036401916567,0.2970472944403868,185,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
13,130.0,0.6244087078309223,0.3157711523791117,184,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
14,140.0,0.6857352839692933,0.3650365140070866,183,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
15,150.0,0.7047110342056067,0.4073962764714317,182,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
16,160.0,0.6694906998440634,0.35386359947999,181,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
17,170.0,0.7177041348520276,0.4193252160897872,180,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
18,180.0,0.7395398094643414,0.47394986840539166,179,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
19,190.0,0.6873633508545662,0.34616339301618404,178,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
20,200.0,0.7277304504407102,0.41452735932355544,177,27285_2021-Jun-30_10-03-39,27285_Elm,sequence_task
1,10.0,0.4793757078449308,0.13860899429377832,188,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
2,20.0,0.6481214673853523,0.24096438495627848,187,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
3,30.0,0.5769782727401744,0.23595332038842393,186,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
4,40.0,0.5466473567813205,0.21832538060653361,185,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
5,50.0,0.5737641031999406,0.2744097030991049,184,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
6,60.0,0.5710802614440909,0.2408463490371574,183,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
7,70.0,0.6583270286130005,0.29509084451690915,182,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
8,80.0,0.6898951120174883,0.324377731692289,181,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
9,90.0,0.6314261119251923,0.3047771105031223,180,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
10,100.0,0.5987231098643301,0.3022041529533239,179,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
11,110.0,0.668667169189283,0.38974387564957685,178,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
12,120.0,0.6561183369107109,0.3390032612895232,177,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
13,130.0,0.652877700221339,0.3394241942597479,176,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
14,140.0,0.7038324466643014,0.41416499899307957,175,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
15,150.0,0.7382158097386571,0.4772843257804593,174,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
16,160.0,0.7011574577444003,0.39014716836144503,173,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
17,170.0,0.7601949213826236,0.4986340351929085,172,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
18,180.0,0.7653623728806759,0.5106906921171765,171,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
19,190.0,0.7343260802955657,0.4858411317347867,170,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
20,200.0,0.7804017008254475,0.5509481736504966,169,27285_2021-Jun-30_13-05-14,27285_Elm,sequence_task
1,10.0,0.676842119297745,0.7120553355832393,153,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
2,20.0,0.8087124430158115,0.822592685165676,152,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
3,30.0,0.8607351211738443,0.8900651201522446,151,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
4,40.0,0.8988334384169062,0.9334794850784263,150,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
5,50.0,0.8908681508969007,0.918084113501868,149,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
6,60.0,0.9146316239309588,0.9589210408553204,148,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
7,70.0,0.9725858180110221,1.0160374952500995,147,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
8,80.0,0.9828026689582473,1.0267796100205613,146,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
9,90.0,0.9930906396538678,1.0264962837343616,145,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
10,100.0,0.9899445659645763,1.0297676634399502,144,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
11,110.0,0.9987555124503122,1.0338935853056137,143,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
12,120.0,1.0424369719053916,1.0460580319627861,142,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
13,130.0,1.0470573438270103,1.0841227863382634,141,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
14,140.0,1.0190779119785507,1.0222418552746226,140,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
15,150.0,0.9965681779763543,1.0183517690275394,139,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
16,160.0,1.0060263327560046,1.0527887865528667,138,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
17,170.0,1.0416109602395083,1.063817464226708,137,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
18,180.0,1.043487213946792,1.0449492409840349,136,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
19,190.0,1.0192926632407302,1.0268265428694687,135,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
20,200.0,0.9867095652504471,1.0032427198133242,134,27285_2021-Jun-30_13-59-11,27285_Elm,open_field
1,10.0,0.7591778597834453,0.771383041573345,109,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
2,20.0,0.862067447747656,0.8599567872365637,108,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
3,30.0,0.8900915436278752,0.8969301068067467,107,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
4,40.0,0.8827252455424441,0.8892317434764019,106,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
5,50.0,0.9185240092198131,0.9197305606987142,105,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
6,60.0,0.9483909505463092,0.9272471895366894,104,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
7,70.0,0.9616973211809395,0.9700950205669845,103,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
8,80.0,0.9496952021962823,0.9451965116494334,102,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
9,90.0,0.9547373339708591,0.9651671565116373,101,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
10,100.0,0.97822739925336,0.976833349670807,100,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
11,110.0,0.9883358284287517,0.9821497498840193,99,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
12,120.0,0.9916717137018659,0.9959447492088743,98,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
13,130.0,1.0086113338977476,1.006602248106887,97,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
14,140.0,1.0410464499732013,1.0477733446162627,96,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
15,150.0,1.023380155812226,1.0486976945401054,95,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
16,160.0,1.0182835255070972,1.0209526686583672,94,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
17,170.0,0.9887839583408066,0.9845081674592078,93,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
18,180.0,0.9288197889538641,0.9387395165781063,92,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
19,190.0,0.9773783242447827,0.9644432282791783,91,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
20,200.0,0.9894259598477453,1.0267137248594995,90,27963_2022-Feb-08_21-14-27,27963_Hemlock,open_field
1,10.0,0.5508059458674329,0.5245359443929227,632,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
2,20.0,0.6411083155095403,0.6214128496657887,631,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
3,30.0,0.6914683665923407,0.6714255774576996,630,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
4,40.0,0.7235714611428405,0.7041761098496235,629,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
5,50.0,0.7433827767316333,0.72731355527134,628,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
6,60.0,0.7663020215571502,0.7528943607076666,627,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
7,70.0,0.7980600921235715,0.8020559423929134,626,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
8,80.0,0.8051301568742638,0.8040696894914189,625,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
9,90.0,0.8259810164725453,0.8449374596074194,624,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
10,100.0,0.8424931193610818,0.8556532716644992,623,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
11,110.0,0.8468462658694969,0.853649113581918,622,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
12,120.0,0.8596572980296973,0.861084552750432,621,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
13,130.0,0.8641375209241086,0.8834547532042933,620,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
14,140.0,0.8749631820104123,0.8768733059875622,619,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
15,150.0,0.8889642979932699,0.8916930336144575,618,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
16,160.0,0.9010196696064835,0.927695018977077,617,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
17,170.0,0.9066939308183801,0.9081132124671485,616,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
18,180.0,0.9246959345078352,0.9339498943712161,615,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
19,190.0,0.9257610216817241,0.955545834355227,614,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
20,200.0,0.9416413398627153,0.9512139002682952,613,27963_2022-Feb-09_08-02-57,27963_Hemlock,sleep
1,10.0,0.6203173425187856,0.5553371454349949,184,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
2,20.0,0.7603646889979163,0.714433744243126,183,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
3,30.0,0.8265037599336955,0.8205923497607078,182,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
4,40.0,0.8503673733981532,0.8476350432555202,181,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
5,50.0,0.8573126912284258,0.8424492137804088,180,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
6,60.0,0.8827289629606442,0.8602580823577235,179,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
7,70.0,0.9076685962779509,0.8936364778887189,178,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
8,80.0,0.8994950660685814,0.8991272170961473,177,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
9,90.0,0.8862175927367782,0.8590322571654216,176,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
10,100.0,0.9223170351199784,0.8855514110337024,175,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
11,110.0,0.9432514803061497,0.9325910732881257,174,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
12,120.0,0.9657492348934819,0.9834578442715396,173,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
13,130.0,0.9877885484258769,0.9717327495888495,172,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
14,140.0,0.9764795587754815,0.9626145073917596,171,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
15,150.0,0.998274071971881,1.023749677294166,170,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
16,160.0,1.019290713837774,1.0127486759650155,169,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
17,170.0,1.0281320894057187,1.023658484093506,168,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
18,180.0,1.0288827953580282,1.0171730122475386,167,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
19,190.0,1.0111400012201228,1.0307168702153127,166,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
20,200.0,1.0019145058577887,1.0059172028502121,165,27963_2022-Feb-10_11-06-56,27963_Hemlock,object_context
1,10.0,0.5758017914682764,0.5813568612092387,187,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
2,20.0,0.720088740810814,0.7386846227762989,186,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
3,30.0,0.7759186340216766,0.7967418226688361,185,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
4,40.0,0.8120236072219555,0.8249705790265998,184,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
5,50.0,0.8510726888881649,0.8565815733895217,183,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
6,60.0,0.8758242474661779,0.8883642931777587,182,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
7,70.0,0.9060975485894129,0.9352015368897179,181,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
8,80.0,0.9320576560193802,0.9333454763796533,180,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
9,90.0,0.9539850500432102,0.9663351747608813,179,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
10,100.0,0.9653079612968742,0.9591279135400141,178,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
11,110.0,0.9512047032010169,0.966611939401949,177,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
12,120.0,0.964882149531893,0.9720008949573968,176,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
13,130.0,0.9822101295085651,0.9696040655787846,175,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
14,140.0,0.9986617159396578,1.0069058009280278,174,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
15,150.0,0.9982789535591269,1.005873585001749,173,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
16,160.0,1.0053210165044297,1.0193805606709176,172,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
17,170.0,1.0126251460270008,1.0031755246966727,171,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
18,180.0,0.9890580857324163,0.9804769251256185,170,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
19,190.0,1.0061457828277507,1.0170696937228425,169,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
20,200.0,1.0211223626130825,1.008301330768802,168,27963_2022-Feb-10_14-07-47,27963_Hemlock,object_context
1,10.0,0.7616472113312579,0.7500820706080539,59,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
2,20.0,0.8635187563274745,0.8509743874264981,58,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
3,30.0,0.8576994603514532,0.8186233277782999,57,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
4,40.0,0.8752218605769839,0.9088198064876194,56,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
5,50.0,0.9258897066109264,0.9486762702668305,55,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
6,60.0,0.9426329534072261,0.9243349934050025,54,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
7,70.0,0.9171607124406608,0.921954450440514,53,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
8,80.0,0.9483777262006574,0.9721650902043835,52,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
9,90.0,1.0095189723816567,1.0356914717079604,51,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
10,100.0,0.9913832132760061,0.9921757971645144,50,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
11,110.0,1.0256751929036136,1.0639083194625738,49,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
12,120.0,1.0288505376763868,1.0467830593796563,48,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
13,130.0,1.0196587248834876,0.9996198202781882,47,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
14,140.0,1.0623382956178684,1.0742625990508132,46,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
15,150.0,1.0626009969697128,1.0869765953599675,45,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
16,160.0,1.0504887879624365,1.072193203106004,44,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
17,170.0,1.023270494828694,1.0258871146008959,43,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
18,180.0,1.0636724384360365,1.0399297078559637,42,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
19,190.0,1.0539229141278434,1.055575584878293,41,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
20,200.0,1.0430535589647207,1.0483127535529313,40,27963_2022-Feb-11_14-58-41,27963_Hemlock,open_field
1,10.0,0.8108607141504258,0.8196751692047315,146,28003_2022-Mar-07_20-44-03,28003_Ironwood,open_field
2,20.0,0.8713596886060254,0.8804235454820056,145,28003_2022-Mar-07_20-44-03,28003_Ironwood,open_field
3,30.0,0.9235666853688755,0.9388919941969708,144,28003_2022-Mar-07_20-44-03,28003_Ironwood,open_field
4,40.0,0.9233860739160124,0.9245451070537511,143,28003_2022-Mar-07_20-44-03,28003_Ironwood,open_field
5,50.0,0.9161649218731379,0.9076633603044262,142,28003_2022-Mar-07_20-44-03,28003_Ironwood,open_field
6,60.0,0.8981031056650085,0.8808569704243104,141,28003_2022-Mar-07_20-44-03,28003_Ironwood,open_field
7,70.0,0.9117936605113233,0.9143916892444317,140,28003_2022-Mar-07_20-44-03,28003_Ironwood,open_field
8,80.0,0.9375033960371715,0.9378669372562096,139,28003_2022-Mar-07_20-44-03,28003_Ironwood,open_field
9,90.0,0.9220571922686375,0.928963194054585,138,28003_2022-Mar-07_20-44-03,28003_Ironwood,open_field
10,100.0,0.9227356436897846,0.8973118400925079,137,28003_2022-Mar-07_20-44-03,28003_Ironwood,open_field
11,110.0,0.9383584724626465,0.9391293772074889,136,28003_2022-Mar-07_20-44-03,28003_Ironwood,open_field
12,120.0,0.9562486195759071,0.9598532425228086,135,28003_2022-Mar-07_20-44-03,28003_Ironwood,open_field
13,130.0,0.93145671499882,0.9271597514939822,134,28003_2022-Mar-07_20-44-03,28003_Ironwood,open_field
14,140.0,0.9585680459476043,0.9587292904341812,133,28003_2022-Mar-07_20-44-03,28003_Ironwood,open_field
